warehouse,ItemCode,Description,Assortment,ItemGroup,ItemUnit,Stock,QtyToBeDelivered,CHK
1,421011-01-200,SEAL COAT (S)- DRUM 200 KG,3-Jan-00,Emulsified Bitumen Products,EA, -   , -   ,-
1,421021-ACC- 200,Capseal SPL Mineral - 200 Kg,3-Jan-00,Emulsified Bitumen Products,EA, 15.00 , -   ,421021-ACC- 200
1,421025-BLK,CAP BITUCOAT BULK,3-Jan-00,Emulsified Bitumen Products,kg, -   , -   ,-
1,422002-180,CAPSOLVENT DRUM -180 KG,3-Jan-00,Emulsified Bitumen Products,EA, 2.00 , -   ,422002-180
1,422003-P15,Capsolvent Sp Pail 15,3-Jan-00,Emulsified Bitumen Products,EA, -   , -   ,-
1,422004-01-P14L,PRIME-GUARD PAIL-14 LT,3-Jan-00,Emulsified Bitumen Products,EA, -   , -   ,-
1,422004-01-P15KS,PRIME-GUARD-15 KG (KS),3-Jan-00,Emulsified Bitumen Products,EA, -   , -   ,-
1,430007,Turbal-4PS/TR180HDPE,5-Jan-00,Sheet Membrane-Turbal Products,EA, -   , -   ,-
1,430030,TURBAL TCS180,5-Jan-00,Sheet Membrane-Turbal Products,EA, -   , -   ,-
1,430045,TURBAL APP 2MM-33/120 (1X20 Mtr Roll),5-Jan-00,Sheet Membrane-Turbal Products,EA, -   , -   ,-
1,440015-B10,Captile Wall Grout gray 10kg Bag,4-Jan-00,Cementitious Products,EA, -   , -   ,-
1,440021-B20,Captile Fix TG Grey 20 kg Bag,4-Jan-00,Cementitious Products,EA, -   , -   ,-
1,440033-B10,CAPTILE GROUT PEARL GREY S-102 10KG BAG,4-Jan-00,Cementitious Products,EA, 180.00 , -   ,440033-B10
1,440040-B20,CAP SPATTER FINISH 20 KG BAG,4-Jan-00,Cementitious Products,EA, -   , -   ,-
1,440053-B10,CAPTILE GROUT BEIGE  Y-102,4-Jan-00,Cementitious Products,EA, 294.00 , -   ,440053-B10
1,440063-B10,CAPTILE GROUT -SPL BLUE-2,4-Jan-00,Cementitious Products,EA, -   , -   ,-
1,440072-B20,CAP LEVEL TOP -20 KG,4-Jan-00,Cementitious Products,EA, -   , -   ,-
1,440077-BLK,CAPTILE GROUT SPL-01 BULK,4-Jan-00,Cementitious Products,kg, -   , -   ,-
1,440079-BLK,CAPTILE GROUT SPL-03 BULK,4-Jan-00,Cementitious Products,kg, -   , -   ,-
1,440088-BLK,CAPTILE GROUT SPL-10 BLK,4-Jan-00,Cementitious Products,kg, -   , -   ,-
1,440090-BLK,CAPTILE WALL GROUT SPL-09,4-Jan-00,Cementitious Products,kg, -   , -   ,-
1,440093-BLK,STAMPCRETE COLOR HARDNER- HARVEST AMBER,4-Jan-00,Cementitious Products,kg, -   , -   ,-
1,440095-BLK,STAMPCRETE COLOR HARDNER- SAND,4-Jan-00,Cementitious Products,kg, -   , -   ,-
1,440096-B20,STAMPCRETE COLOR HARDNER- BROWN,4-Jan-00,Cementitious Products,EA, -   , -   ,-
1,440100-BLK,CAP MORTAR PART A,4-Jan-00,Cementitious Products,kg, -   , -   ,-
1,440106-B20,STAMPCRETE  COLOUR HARDNER - LIGHT BEIGE,4-Jan-00,Cementitious Products,EA, 18.00 , -   ,440106-B20
1,440108-PART B-BLK,CAP POLYPATCH DESERT TAN-B,4-Jan-00,Cementitious Products,kg, -   , -   ,-
1,440110-B20,STAMPCRETE COLOR HARDNER - DARK BROWN 20KG,4-Jan-00,Cementitious Products,EA, -   , -   ,-
1,440136-B50,BEST ENSABOND-50KG PAPER BAG,4-Jan-00,Cementitious Products,EA, 591.00 , -   ,440136-B50
1,450001-205,FOAMIX DRUM 205KG,10-Jan-00,Others & Repacking,EA, -   , -   ,-
1,450002-BLK,AC-500 WHITE-BLK,7-Jan-00,Sealant Products,kg, -   , -   ,-
1,450004-P05,CAP THINNER 101  -P05,10-Jan-00,Others & Repacking,EA, -   , -   ,-
1,450010-200,FOAMIX CARTEL DRUM 200 KG,10-Jan-00,Others & Repacking,EA, -   , -   ,-
1,450015-P20,AC-500 WHITE -20KG PAIL,7-Jan-00,Sealant Products,EA, -   , -   ,-
1,450019-P20,CAPTILE ACRYLIC 20KG,10-Jan-00,Others & Repacking,EA, -   , -   ,-
1,450021-04,CAPOXY FLOOR SL -4LTR (A+B+C),12-Jan-00,Epoxy Materials,EA, -   , -   ,-
1,450021-P01,CAPOXY FLOOR SL -01LTR (A+B+C),12-Jan-00,Epoxy Materials,EA, -   , -   ,-
1,450024,CAP PAVMORTAR -25KG,10-Jan-00,Others & Repacking,EA, -   , -   ,-
1,450025-01,CAPOXY FLOOR-500-01LTR (A+B),12-Jan-00,Epoxy Materials,EA, -   , -   ,-
1,450030-01,CAPOXY PRIME - 1 LTR (A+B),12-Jan-00,Epoxy Materials,LT, -   , -   ,-
1,450032-16,CAPOXY MORTAR TA (16KG) (A+B+C),12-Jan-00,Epoxy Materials,EA, -   , -   ,-
1,450048-P18,CAPOXY FLOOR-500 RAL7046-P18 (A+B),12-Jan-00,Epoxy Materials,EA, -   , -   ,-
1,450056-BLK,CAPOXY FLOOR 500 (RAL-7035) (A+B),12-Jan-00,Epoxy Materials,LT, -   , -   ,-
1,450076-P14,CAPOXY FLOOR-500 (SPL-006) 14 LT PAIL (A+B),12-Jan-00,Epoxy Materials,EA, -   , -   ,-
1,450076-P20,CAPOXY FLOOR-500 (SPL-006) 20 LT PAIL (A+B),12-Jan-00,Epoxy Materials,EA, -   , -   ,-
1,450084-03,CAPOXY ANCHOR GREY-3KG KIT (A+B+C),12-Jan-00,Epoxy Materials,EA, -   , -   ,-
1,450090-BLK,CAPOXY FLOOR-500 (SPL-009) SWIMMING POOL BLUE)-BLK (A+B),12-Jan-00,Epoxy Materials,LT, -   , -   ,-
1,450095-BLK,CAPOXY FLOOR-500 (SPL-10) GREY -BULK (A+B),12-Jan-00,Epoxy Materials,LT, -   , -   ,-
1,450099-P20,CAP EPOXY COAT-20LT (A+B)-RAL 7001,12-Jan-00,Epoxy Materials,EA, -   , -   ,-
1,450101-P18,CAP EPOXYCOAT -WB (18 KG) PART(A+B),12-Jan-00,Epoxy Materials,EA, -   , -   ,-
1,450106-02,CAP POLYINJECTO-LV  (A+B)   2kg  pack,9-Jan-00,Trading Materials,EA, -   , -   ,-
1,470002-GL1,PG-10 GUN GRADE  (GG) WHITE,7-Jan-00,Sealant Products,EA, -   , -   ,-
1,411013-BLK,CAPLAST SUPER FLOW -BULK,2-Jan-00,Chemical Admixture Products,LT, -   , -   ,-
1,411013-POW-BLK,Caplast Super Flow Bulk (Powder Admixture),2-Jan-00,Chemical Admixture Products,kg, -   , -   ,-
1,411017-POW-BLK,Caplast Super Flow-R Bulk (Powder Admixture),2-Jan-00,Chemical Admixture Products,kg, -   , -   ,-
1,411020-P20,CAP WATER REPELENT 20LTR PAIL,2-Jan-00,Chemical Admixture Products,EA, -   , -   ,-
1,412001-BLK,CAPBOND PVA BULK,2-Jan-00,Chemical Admixture Products,kg, -   , -   ,-
1,412005-P20,CAP SUPERBOND 20KG PAIL,2-Jan-00,Chemical Admixture Products,EA, 3.00 , -   ,412005-P20
1,412010-P20,BEST SBR NO-2  20 KG PAIL,2-Jan-00,Chemical Admixture Products,EA, -   , -   ,-
1,413002-205,Curacoat-R Drum 205 LTR,2-Jan-00,Chemical Admixture Products,EA, 1.00 , -   ,413002-205
1,413005-P05,CAPHARDTOP LS PAIL 5LTR,2-Jan-00,Chemical Admixture Products,EA, -   , -   ,-
1,421002-P15,Capseal SP MPW Pail 15 KG,3-Jan-00,Emulsified Bitumen Products,EA, -   , -   ,-
1,421006-BLK,CAPCOAT SPECIAL BULK,3-Jan-00,Emulsified Bitumen Products,kg, -   , -   ,-
1,421008-200,Capsilver Drum 200 KG,3-Jan-00,Emulsified Bitumen Products,EA, -   , -   ,-
1,421010-180,CAPHOTMASTIC DRUM 180 KG,3-Jan-00,Emulsified Bitumen Products,EA, -   , -   ,-
1,421014-BLK,AHLIA EMULSION,3-Jan-00,Emulsified Bitumen Products,kg, -   ," 10,068.96 ",-
1,421018-200,CAPCOAT SPECIAL-ER  200KG,3-Jan-00,Emulsified Bitumen Products,EA, -   , -   ,-
1,421021-ASPEC-200,KUT BITUSEAL-SPL (ASPEC),3-Jan-00,Emulsified Bitumen Products,EA, -   , -   ,-
1,421021-BLK,CAPSEAL SPECIAL MINERAL (ACTUAL MPW) FOR NSH,3-Jan-00,Emulsified Bitumen Products,kg, -   , -   ,-
1,421026-180,IZOMAKS PRIMER D41 -180 KG,3-Jan-00,Emulsified Bitumen Products,EA, -   , -   ,-
1,422002-200,CAPSOLVENT DRUM 185 KG,3-Jan-00,Emulsified Bitumen Products,EA, -   , -   ,-
1,422004-01-180,PRIME-GUARD DRUM 180 KG,3-Jan-00,Emulsified Bitumen Products,EA, 19.00 , 406.00 ,422004-01-180
1,430008,Turbal-4PS/TR230HDPE,5-Jan-00,Sheet Membrane-Turbal Products,EA, -   , -   ,-
1,430022,TURBAL-4PP/CH200HDPE,5-Jan-00,Sheet Membrane-Turbal Products,EA, -   , -   ,-
1,430027,TURBAL (1X10 Mtr Roll),5-Jan-00,Sheet Membrane-Turbal Products,EA, 102.00 , -   ,430027
1,430040,TURBAL TP200 4.5mm,5-Jan-00,Sheet Membrane-Turbal Products,EA, -   , -   ,-
1,430052,TURBAL TP-200 APP AR 5MM (1x10 ROLL),5-Jan-00,Sheet Membrane-Turbal Products,EA, -   , -   ,-
1,440008-B10,CAPTILE GROUT SKY BLUE B-101 (10KG BAG),4-Jan-00,Cementitious Products,EA, -   , -   ,-
1,440017-P04,CAP POLYPATCH P-B; 4KG Pail,4-Jan-00,Cementitious Products,EA, 602.00 , -   ,440017-P04
1,440026-BLK,CAPTILE ADHESIVE WHITE,4-Jan-00,Cementitious Products,kg, -   , -   ,-
1,440028-B20,Capcrete 20kg Bag,4-Jan-00,Cementitious Products,EA, -   , -   ,-
1,440028-B25,Capcrete 25kg Bag,4-Jan-00,Cementitious Products,EA, -   , -   ,-
1,440053-BLK,CAPTILE GROUT BEIGE  Y-102,4-Jan-00,Cementitious Products,kg, -   , -   ,-
1,440062,CAPTILE GROUT -SP COLOUR- 10 KG,4-Jan-00,Cementitious Products,EA, -   , -   ,-
1,440070-BLK,CAPCEM H.B,4-Jan-00,Cementitious Products,kg, -   , -   ,-
1,440080-BLK,CAPTILE GROUT SPL-04 BULK,4-Jan-00,Cementitious Products,kg, -   , -   ,-
1,440084-BLK,"CAPTILE GROUT SPL-08		",4-Jan-00,Cementitious Products,kg, -   , -   ,-
1,440086-B10,CAPTILE WALL GROUT S-102 10KG,4-Jan-00,Cementitious Products,EA, -   , -   ,-
1,440088-B10,CAPTILE GROUT SPL-10 10 KG,4-Jan-00,Cementitious Products,EA, 33.00 , -   ,440088-B10
1,440091-BLK,STAMPCRETE COLOR HARDNER- BRICK RED,4-Jan-00,Cementitious Products,kg, -   , -   ,-
1,440092-B20,STAMPCRETE COLOR HARDNER - NATURAL GREY,4-Jan-00,Cementitious Products,EA, -   , -   ,-
1,440097-BLK,STAMPCRETE COLOR HARDNER- BEIGE,4-Jan-00,Cementitious Products,kg, -   , -   ,-
1,440105-B10,CAPTILE GROUT SPL-11 10 KG,4-Jan-00,Cementitious Products,EA, 104.00 , -   ,440105-B10
1,440107-B15,STAMPCRETE COLOUR RELEASER - GREY 15KG BAG,4-Jan-00,Cementitious Products,EA, 3.00 , -   ,440107-B15
1,440107-BLK,STAMPCRETE COLOUR RELEASER - GREY-BLK,4-Jan-00,Cementitious Products,kg, -   , -   ,-
1,440117-B15,STAMPCRETE COLOUR RELEASER - CLEAR 15KG,4-Jan-00,Cementitious Products,EA, 1.00 , -   ,440117-B15
1,440118-B20,CAPGROUT CG (Cable Grout)-20kg,4-Jan-00,Cementitious Products,EA, -   , -   ,-
1,440122-B15,STAMPCRETE COLOUR RELEASER - LIGHT BROWN  15KG,4-Jan-00,Cementitious Products,EA, -   , -   ,-
1,440127-BLK,STAMPCRETE COLOUR RELEASER  - DARK BEIGE BLK,4-Jan-00,Cementitious Products,kg, -   , -   ,-
1,450002-P15,AC-500 WHITE PAIL 15,7-Jan-00,Sealant Products,EA, -   , -   ,-
1,450003-P05,CCC-1000 PAIL 05,10-Jan-00,Others & Repacking,EA, -   , -   ,-
1,450009-P04,CAP TAR EPOXY (A+B) 04 LTR KIT,12-Jan-00,Epoxy Materials,EA, -   , -   ,-
1,450016,CAP PAVEROCK (A+B+C) 20 kg,10-Jan-00,Others & Repacking,EA, -   , -   ,-
1,450018-P20,CAP-PAVEROCK SEALER (A+B) 20KG,10-Jan-00,Others & Repacking,EA, -   , -   ,-
1,450021,CAPOXY FLOOR  SL- 5 LTR (A+B+C),12-Jan-00,Epoxy Materials,EA, -   , -   ,-
1,450023-BLK,CAP PAVEMORTAR,10-Jan-00,Others & Repacking,kg, -   , -   ,-
1,450031-04,CAPOXY PRIME-SB 4 LTR (A+B),12-Jan-00,Epoxy Materials,EA, -   , -   ,-
1,450037-16,CAPOXY MORTAR H.B (A+B+C),12-Jan-00,Epoxy Materials,EA, -   , -   ,-
1,450038-01,CAPOXY GEL(GREY) (A+B) (1KG KIT),12-Jan-00,Epoxy Materials,EA, -   , -   ,-
1,450041-BLK,YELLOW OXIDE 313 W/B PASTE,10-Jan-00,Others & Repacking,kg, -   , -   ,-
1,450061-P15,CAPOXY FLOOR-500 (RAL-7004)-(A+B) 15LT KIT,12-Jan-00,Epoxy Materials,EA, -   , -   ,-
1,450061-P20,CAPOXY FLOOR-500 (RAL-7004)-(A+B) 20LT KIT,12-Jan-00,Epoxy Materials,EA, 118.00 , -   ,450061-P20
1,450065-P20,"CAPOXY FLOOR 500   AH - S157-P20 (A+B)		",12-Jan-00,Epoxy Materials,EA, -   , -   ,-
1,450076-BLK,CAPOXY FLOOR-500 (SPL-006) BULK (A+B),12-Jan-00,Epoxy Materials,LT, -   , -   ,-
1,450080-250,AC-500 Desert Tan 250 KG,7-Jan-00,Sealant Products,EA, -   , -   ,-
1,450082-P14,CAPOXY FLOOR-500 (SPL-008) 14 LT PAIL (A+B),12-Jan-00,Epoxy Materials,EA, -   , -   ,-
1,470003-BLK,PG-10 POURING GRADE (PG) GRAY,7-Jan-00,Sealant Products,GL, -   , -   ,-
1,411005-POW-BLK,WATERVEX POWDER-BULK,2-Jan-00,Chemical Admixture Products,kg, -   , -   ,-
1,411007-P20,Caplast-A Pail 20 Ltr,2-Jan-00,Chemical Admixture Products,EA, -   , -   ,-
1,411008-BLK,CAPLAST ULTRA BULK,2-Jan-00,Chemical Admixture Products,LT, -   , -   ,-
1,411011-BLK,CAPLAST SUPER-M BULK,2-Jan-00,Chemical Admixture Products,LT," 4,000.00 "," 2,000.00 ",411011-BLK
1,411016-P20,CAPLAST-R SPECIAL 20 LT PAIL,2-Jan-00,Chemical Admixture Products,EA, -   , -   ,-
1,412001-P20,Capbond PVA Pail 20,2-Jan-00,Chemical Admixture Products,EA, 140.00 , -   ,412001-P20
1,412007-01-BLK,CAPBOND EP BULK,2-Jan-00,Chemical Admixture Products,kg, -   , -   ,-
1,413004-BLK,CAPGEL,2-Jan-00,Chemical Admixture Products,LT, -   , -   ,-
1,414001-P20,CAPSOIL CLEAR PAIL 20LTR,2-Jan-00,Chemical Admixture Products,EA, -   , -   ,-
1,414003-P20,CAPSOIL STABILIZER PAIL 20LT,2-Jan-00,Chemical Admixture Products,EA, -   , -   ,-
1,421001-200,Capseal Drum 200KG,3-Jan-00,Emulsified Bitumen Products,EA, 63.00 , -   ,421001-200
1,421007-P15,CAPMASTIC PAIL WHITE 15KG,3-Jan-00,Emulsified Bitumen Products,EA, -   , -   ,-
1,421010-P15,CAPHOTMASTIC PAIL 15,3-Jan-00,Emulsified Bitumen Products,EA, -   , -   ,-
1,421015-BLK,CAPCOAT WITHOUT FIBER-BLK,3-Jan-00,Emulsified Bitumen Products,kg, -   , -   ,-
1,422001-P18,CAP PRIME - 18LTR,3-Jan-00,Emulsified Bitumen Products,EA, -   , -   ,-
1,422004-ABIR-P12LT,Super Primer -12 LTR,3-Jan-00,Emulsified Bitumen Products,EA, 570.00 , -   ,422004-ABIR-P12LT
1,422006-BLK,CAPSOLVENT (INSUPRIMER BASED),3-Jan-00,Emulsified Bitumen Products,kg, -   , -   ,-
1,4221002-P20,CAPSOIL PAIL - P20,3-Jan-00,Emulsified Bitumen Products,EA, -   , -   ,-
1,430010,Turbal-4PS/TR180BR,5-Jan-00,Sheet Membrane-Turbal Products,EA, -   , -   ,-
1,430024,TURBAL TRIALS,5-Jan-00,Sheet Membrane-Turbal Products,EA, -   , -   ,-
1,430032,TURBAL TCS 200,5-Jan-00,Sheet Membrane-Turbal Products,EA, -   , -   ,-
1,430033,TURBAL SL (1X10 Mtr Roll),5-Jan-00,Sheet Membrane-Turbal Products,EA, -   , 110.00 ,-
1,430034,TURBAL APP 2MM-33/120 (1X10 Mtr Roll),5-Jan-00,Sheet Membrane-Turbal Products,EA, -   , -   ,-
1,440001-B25,CAPTILE GROUT CEMENT GREY S-104; 25KG,4-Jan-00,Cementitious Products,EA, -   , -   ,-
1,440002-B05,CAPTILE GROUT WHITE S-101 (5KG Bag),4-Jan-00,Cementitious Products,EA, -   , -   ,-
1,440006-B10,Captile Grout Beige 10kg Bag,4-Jan-00,Cementitious Products,EA, -   , -   ,-
1,440016-BLK,CAP POLYPATCH - A BULK,4-Jan-00,Cementitious Products,kg, -   , -   ,-
1,440020-BLK,CAPHYDROSEAL PART B  BULK,4-Jan-00,Cementitious Products,kg, -   , -   ,-
1,440030-B20,Capgrout GP 20 kg Bag,4-Jan-00,Cementitious Products,EA, 542.00 , 675.00 ,440030-B20
1,440031-BLK,CAPTILE GROUT PINK R-101 BULK,4-Jan-00,Cementitious Products,kg, -   , -   ,-
1,440034-B10,CAPTILE GROUT BROWN R-103 10KG BAG,4-Jan-00,Cementitious Products,EA, -   , -   ,-
1,440040-01-BLK,Best Coarse Bond - Bulk,4-Jan-00,Cementitious Products,kg, -   , -   ,-
1,440040-B25,CAP SPATTER FINISH 25KG BAG,4-Jan-00,Cementitious Products,EA, -   , -   ,-
1,440046-B10,CAPTILE GROUT WALNUT R-102 (10KG),4-Jan-00,Cementitious Products,EA, -   , -   ,-
1,440078-BLK,CAPTILE GROUT SPL-02 BULK,4-Jan-00,Cementitious Products,kg, -   , -   ,-
1,440103-B20,PART A : CAP POLYPATCH SPL -BEIGE 20kg,4-Jan-00,Cementitious Products,EA, -   , -   ,-
1,440115-BLK,CAP BLOCK MORTAR-BEIGE,4-Jan-00,Cementitious Products,kg, -   , -   ,-
1,440126-BLK,STAMPCRETE COLOUR RELEASER - LIGHT GREY BLK,4-Jan-00,Cementitious Products,kg, -   , -   ,-
1,440131-B20,STAMPCRETE COLOUR HARDNER PEARL GREY-20 KG BAG,4-Jan-00,Cementitious Products,EA, 1.00 , -   ,440131-B20
1,450002-P20,AC-500 PAIL 20,7-Jan-00,Sealant Products,EA, -   , -   ,-
1,450004-01-200,XYLENE 200LTR,10-Jan-00,Others & Repacking,LT, -   , -   ,-
1,450007-150,AC-500 GREY DRUM 150KG,7-Jan-00,Sealant Products,EA, -   , -   ,-
1,450011-B25,SAND PACKED; 25KG,10-Jan-00,Others & Repacking,EA, -   , -   ,-
1,450023,CAP PAVEMORTAR -10KG,10-Jan-00,Others & Repacking,EA, -   , -   ,-
1,450025-20,CAPOXY FLOOR 500 -20 LTR (A+B),12-Jan-00,Epoxy Materials,EA, -   , -   ,-
1,450031-20,CAPOXY PRIME-SB 20 LTR (A+B),12-Jan-00,Epoxy Materials,EA, -   , -   ,-
1,450036-BLK,CAPOXY FLOOR-500 (RAL-9016) (W) (A+B),12-Jan-00,Epoxy Materials,LT, -   , -   ,-
1,450044-P15KS,AC-500 WHITE 15KG (KS),7-Jan-00,Sealant Products,EA, -   , -   ,-
1,450075-250,AC-500 GREY-001 250KG,7-Jan-00,Sealant Products,EA, -   , -   ,-
1,450082-BLK,CAPOXY FLOOR-500 (SPL-008) (BLK) (A+B),12-Jan-00,Epoxy Materials,LT, -   , -   ,-
1,450082-P20,CAPOXY FLOOR-500 (SPL-008) 20 LT PAIL (A+B),12-Jan-00,Epoxy Materials,EA, -   , -   ,-
1,450091-BLK,CAPOXY FLOOR-310 (RAL-7004) BULK (A+B),12-Jan-00,Epoxy Materials,LT, -   , -   ,-
1,450102-P18,CAP URETHANE CLEAR (PART A+B) 18 LTRS KIT,12-Jan-00,Epoxy Materials,EA, -   , -   ,-
1,470011-P19,CAP ROOF GUARD GREY - P19,7-Jan-00,Sealant Products,EA, 15.00 , -   ,470011-P19
1,470011-P19G,CAPPROOF (GREY) P19 KG,7-Jan-00,Sealant Products,EA, 168.00 , -   ,470011-P19G
1,470016-P04,Cap Urethane Gloss White Part (A+B),7-Jan-00,Sealant Products,EA, -   , -   ,-
1,470017-P20,Cap Urethane Semi Gloss White Part (A+B),7-Jan-00,Sealant Products,EA, -   , -   ,-
1,470021-P04,PG-10  GG SPL 078-4LT,7-Jan-00,Sealant Products,EA, -   , -   ,-
1,5018-NP001-P01USG,Nova Primer 75,26-Jan-00,Nova Finished Goods,EA, -   , -   ,-
1,511013,CAPLAST SUPER FLOW,2-Jan-00,Chemical Admixture Products,LT, -   , -   ,-
1,512001,CAPBOND PVA,2-Jan-00,Chemical Admixture Products,kg, -   , -   ,-
1,521007,CAPMASTIC,3-Jan-00,Emulsified Bitumen Products,kg, -   , -   ,-
1,521010,CAPHOTMASTIC,3-Jan-00,Emulsified Bitumen Products,kg, -   , -   ,-
1,522004-01,PRIME-GUARD,3-Jan-00,Emulsified Bitumen Products,kg, -   , -   ,-
1,530017,TURBAL-5PP,5-Jan-00,Sheet Membrane-Turbal Products,EA, -   , -   ,-
1,530023,TURBAL-4PS/CH250HDPE,5-Jan-00,Sheet Membrane-Turbal Products,EA, -   , -   ,-
1,540020,CAPHYDROSEAL PART B,4-Jan-00,Cementitious Products,kg, -   , -   ,-
1,411024-P20,Caplast Super-R (EGYPT) Pail 20 ltr,2-Jan-00,Chemical Admixture Products,EA, -   , -   ,-
1,412003-P05,"CAPBOND SBR, PAIL 5 KG",2-Jan-00,Chemical Admixture Products,EA, -   , -   ,-
1,413001-205,Releasoform Drum 205 LTR,2-Jan-00,Chemical Admixture Products,EA, 38.00 , 1.00 ,413001-205
1,413001-WD-BLK,RELEASOFORM-WD BULK,2-Jan-00,Chemical Admixture Products,EA, -   , -   ,-
1,413002-BLK,CURACOAT-R BULK,2-Jan-00,Chemical Admixture Products,LT, -   , -   ,-
1,413005-BLK,CAPHARDTOP LS BULK,2-Jan-00,Chemical Admixture Products,kg, -   , -   ,-
1,421002-200,Capseal SP MPW Drum 200 KG,3-Jan-00,Emulsified Bitumen Products,EA, 10.00 , -   ,421002-200
1,421008-BLK,CAPSILVER BULK,3-Jan-00,Emulsified Bitumen Products,kg, -   , -   ,-
1,421020-200,CAP BITU CURE 200KG,3-Jan-00,Emulsified Bitumen Products,EA, -   , -   ,-
1,421026-200,IZOMAKS PRIMER - 200 kg,3-Jan-00,Emulsified Bitumen Products,EA, -   , -   ,-
1,422001-BLK,CAP-PRIME,3-Jan-00,Emulsified Bitumen Products,kg, -   , -   ,-
1,430003,Turbal-4PP/S200HDPE,5-Jan-00,Sheet Membrane-Turbal Products,EA, -   , -   ,-
1,430020,TURBAL-4PS/TX190HDPE,5-Jan-00,Sheet Membrane-Turbal Products,EA, -   , -   ,-
1,430033-200,Turbal TP 200 4mm SL (1 x10 mtr roll),5-Jan-00,Sheet Membrane-Turbal Products,EA, -   , -   ,-
1,430043,TURBAL 4 mm (1X10 Mtr Roll),5-Jan-00,Sheet Membrane-Turbal Products,EA, -   , -   ,-
1,430046,Turbal TP 160 3mm (1X10 Mtr Roll),5-Jan-00,Sheet Membrane-Turbal Products,EA, -   , -   ,-
1,440001-B10,CAPTILE GROUT  CEMENT GREY S-104  (10KG Bag),4-Jan-00,Cementitious Products,EA, 62.00 , -   ,440001-B10
1,440012-B10,CAPTILE GROUT SPL RED 10 KG Bag,4-Jan-00,Cementitious Products,EA, -   , -   ,-
1,440019-BLK,CAPHYDROSEAL PART A BULK,4-Jan-00,Cementitious Products,kg, -   , -   ,-
1,440034-BLK,CAPTILE GROUT BROWN R-103 BULK,4-Jan-00,Cementitious Products,kg, -   , -   ,-
1,440035-BLK,CAPTILE GROUT BRICK RED R-105 BULK,4-Jan-00,Cementitious Products,kg, -   , -   ,-
1,440036-BLK,CAPTILE GROUT CARAMEL Y-103 BULK,4-Jan-00,Cementitious Products,kg, -   , -   ,-
1,440043-B10,CAPTILE GROUT BEIGE SP1 10 KG,4-Jan-00,Cementitious Products,EA, -   , -   ,-
1,440055-B10,CAPTILE GROUT OFF WHITE (10KG),4-Jan-00,Cementitious Products,EA, -   , -   ,-
1,440058-B20,CAP RENDER -GREY,4-Jan-00,Cementitious Products,EA, -   , -   ,-
1,440058-B25,CAP RENDER -GREY,4-Jan-00,Cementitious Products,EA, -   , -   ,-
1,440062-10,CAPTILE GROUT -SPL78 10KG,4-Jan-00,Cementitious Products,EA, -   , -   ,-
1,440075-B10,CAPTILE GROUT SPL-06 10KG,4-Jan-00,Cementitious Products,EA, 57.00 , -   ,440075-B10
1,440081-B10,CAPTILE GROUT SPL-07 10 KG,4-Jan-00,Cementitious Products,EA, -   , -   ,-
1,440083-B20,Captile Adhesive Grey C - 20 Kg,4-Jan-00,Cementitious Products,EA, -   , -   ,-
1,440109-BLK,STAMPCRETE COLOR HARDNER - GREY,4-Jan-00,Cementitious Products,kg, -   , -   ,-
1,440119-B10,CAPTILE GROUT SPL-13 10 KG,4-Jan-00,Cementitious Products,EA, -   , -   ,-
1,440137-B20,CAP PATCH GREY-HS 20kg plastic bag,4-Jan-00,Cementitious Products,EA, -   , -   ,-
1,450009-P12,CAP TAR EPOXY (A+B) 12 LTR,12-Jan-00,Epoxy Materials,EA, -   , -   ,-
1,450018-P30,CAP-PAVEROCK SEALER (A+B) 30KG,10-Jan-00,Others & Repacking,EA, -   , -   ,-
1,450024-BLK,CAP PAVE MORTAR -25KG,10-Jan-00,Others & Repacking,EA, -   , -   ,-
1,450029,CAPOXY GROUT (A+B+C) 30KG PACK,12-Jan-00,Epoxy Materials,EA, 625.00 , -   ,450029
1,450044,AC 500 WHITE-S101 BULK-TEMP,7-Jan-00,Sealant Products,kg, -   , -   ,-
1,450056-P04,CAPOXY FLOOR 500 (RAL-7035) (A+B) -04LTR,12-Jan-00,Epoxy Materials,EA, -   , -   ,-
1,450060-P20,CAPOXY FLOOR-500 (RAL-9002) P20 (A+B),12-Jan-00,Epoxy Materials,EA, -   , -   ,-
1,450062-P18,CAPOXY FLOOR-SL (RAL-7004) 18 LT (A+B+C),12-Jan-00,Epoxy Materials,EA, -   , -   ,-
1,450064-BLK,CAPOXY FLOOR-500 (RAL-9010) BULK (A+B),12-Jan-00,Epoxy Materials,LT, -   , -   ,-
1,450071-P20,CAPOXY FLOOR-500 (SPL-004) (BEIGE) 20 LT PAIL (A+B),12-Jan-00,Epoxy Materials,EA, -   , -   ,-
1,450076-P04,CAPOXY FLOOR-500 (SPL-006) 4 LT PAIL (A+B),12-Jan-00,Epoxy Materials,EA, -   , -   ,-
1,450078-P20,CAPOXY FLOOR-500 RAL-6001 20 LT PAIL (A+B),12-Jan-00,Epoxy Materials,EA, -   , -   ,-
1,450081-P20,Capoxy floor 500 Ral 5015 S-20LT (A+B),12-Jan-00,Epoxy Materials,EA, -   , -   ,-
1,450091-P20,CAPOXY FLOOR-310 (RAL-7004)-20LT (A+B),12-Jan-00,Epoxy Materials,EA, -   , -   ,-
