warehouse,ItemCode,Description,Assortment,ItemGroup,ItemUnit,Stock,QtyToBeDelivered,CHK
1,1004-NV001-P01USG,Nova Alkyd Varnish 1 USG,26-Jan-00,Nova Finished Goods,EA, -   , -   ,-
1,10074-ABIR,YLO OX 313 WB POWDR    25 KG  PPRBG  4920,27-Jan-00,ABIR Stock,kg, -   , -   ,-
1,1009-NV001-P18LT,Nova High Gloss (NON KSS) 18 LTR PAIL,26-Jan-00,Nova Finished Goods,EA, -   , -   ,-
1,1010-NVC034-P01USG,Nova Int  Emulsion(NON KSS) COLOR-034 1 USG,26-Jan-00,Nova Finished Goods,EA, -   , -   ,-
1,1010-NVC039-P01USG,Nova Int  Emulsion(NON KSS) COLOR-039 1 USG,26-Jan-00,Nova Finished Goods,EA, -   , -   ,-
1,101013,SUGAR,1-Jan-00,Raw Materials,kg, -   , 63.10 ,-
1,101015,CONSERVING AGENT (K-02),1-Jan-00,Raw Materials,LT, -   , 18.03 ,-
1,101020-01,POLYVINYL ACETATE EMULSION AE-600S,1-Jan-00,Raw Materials,kg, -   , -   ,-
1,101020,POLYVINYL ACETATE AE-950,1-Jan-00,Raw Materials,kg, -   , -   ,-
1,101025,POWER FLOW- HWR,1-Jan-00,Raw Materials,kg, -   , -   ,-
1,101035,VISCALEX VG-2,1-Jan-00,Raw Materials,kg, -   , -   ,-
1,101036,NAFROES - 801 P,1-Jan-00,Raw Materials,kg, -   , -   ,-
1,101037,SODIUM SULPAHTE,1-Jan-00,Raw Materials,kg, -   , -   ,-
1,10124,CACO3  32 MIC  (7 DL),24-Jan-00,Nova Raw Material,kg, -   , -   ,-
1,10193-ABIR,ACTICIDE BX-H                 200 KG PLSTBRL,27-Jan-00,ABIR Stock,kg, -   , -   ,-
1,102003-02,BYK 1690 SD,1-Jan-00,Raw Materials,kg, -   , -   ,-
1,102021-12,Silfoam SE 3646 M,1-Jan-00,Raw Materials,kg, -   , -   ,-
1,102033,ARBOCEL ZZC 500,1-Jan-00,Raw Materials,kg, -   , -   ,-
1,102034-01,MECELLOSE FMC-25002,1-Jan-00,Raw Materials,kg, -   , -   ,-
1,1025-NV001-BLK,Nova Quick Dry (QD)  TC Paste Yellow Oxide,26-Jan-00,Nova Finished Goods,kg, -   , -   ,-
1,10255,ALKYD PASTE RED OXIDE,24-Jan-00,Nova Raw Material,kg, -   , -   ,-
1,10256,ALKYD PASTE BLACK OXIDE,24-Jan-00,Nova Raw Material,kg, -   , -   ,-
1,10293,1306-LT PHTHALOCYANINE GREEN,24-Jan-00,Nova Raw Material,LT, -   , -   ,-
1,103002-02,ADFLEX,1-Jan-00,Raw Materials,kg, 0.00 , 100.00 ,#N/A
1,103017,ADHESIVE TAPE WHITE 4MM,1-Jan-00,Raw Materials,LM, -   , 342.00 ,-
1,103023,POLYESTER CARRIER 33/140,1-Jan-00,Raw Materials,LM, -   , -   ,-
1,103055,POLYESTER MAT 200 GSM,1-Jan-00,Raw Materials,LM, -   , -   ,-
1,10334-ABIR,VIKING 5460-ABIR,27-Jan-00,ABIR Stock,kg, -   , -   ,-
1,10338-ABIR,THEOPLAST G-1132     250 KG BRL,27-Jan-00,ABIR Stock,kg, -   , -   ,-
1,10350,NUOSPERSA FX-540,24-Jan-00,Nova Raw Material,kg, -   , -   ,-
1,10360-ABIR,CELFLOC - 2000    CELLULOSE,27-Jan-00,ABIR Stock,kg, -   , -   ,-
1,10373-ABIR,PRINTEX G 10 KG BAG,27-Jan-00,ABIR Stock,kg, -   , -   ,-
1,10379-ABIR,CHROME YELLOW DCC 1003,27-Jan-00,ABIR Stock,kg, -   , -   ,-
1,104005-01,PIGMENT YELLOW 2920,1-Jan-00,Raw Materials,kg, -   , -   ,-
1,104005,PIGMENT YELLOW 313,1-Jan-00,Raw Materials,kg, (0.00), -   ,-
1,104022-01,MICRO SILICA(CHINESE ORIGIN),1-Jan-00,Raw Materials,kg, -   , -   ,-
1,104042-05,PIGMENT PASTE RED-31,1-Jan-00,Raw Materials,LT, -   , -   ,-
1,104042-24,IU JO - YELLOW OXIDE COLORANT,1-Jan-00,Raw Materials,LT, -   , -   ,-
1,104062-02,BAYFERROX BROWN 610,1-Jan-00,Raw Materials,kg, -   , -   ,-
1,104068,TC-33 DISAZO YELLOW,1-Jan-00,Raw Materials,LT, -   , -   ,-
1,104085,Green Oxide 5605,1-Jan-00,Raw Materials,kg, -   , -   ,-
1,104086,Silica Sand 0.1 - 0.5,1-Jan-00,Raw Materials,kg, 0.00 , -   ,#N/A
1,105037-01,HEAVY OIL,1-Jan-00,Raw Materials,kg, -   , -   ,-
1,106004-02,LAPOX ARD 10,1-Jan-00,Raw Materials,kg, -   , -   ,-
1,106005-19,HARDNER G-0930,1-Jan-00,Raw Materials,kg, -   , -   ,-
1,106005-21,EPOXY RESIN LGE,1-Jan-00,Raw Materials,kg, -   , -   ,-
1,106006-25,HARDENER -KH-500-F,1-Jan-00,Raw Materials,kg, -   , -   ,-
1,106011,SOYA LECHITIN,1-Jan-00,Raw Materials,kg, -   , -   ,-
1,106014,ARADUR 115,1-Jan-00,Raw Materials,kg, -   , -   ,-
1,107027,SERDAS GBR A/F,1-Jan-00,Raw Materials,kg, -   , -   ,-
1,107030-01,OPTI W-699,1-Jan-00,Raw Materials,kg, 0.00 , -   ,#N/A
1,107043,1309-MT PHTHALOCYANINE BLUE,1-Jan-00,Raw Materials,LT, -   , -   ,-
1,107060-01,Claytone 40,1-Jan-00,Raw Materials,kg, -   , -   ,-
1,107066-01,SODIUM LIGNO SULPHONATE,1-Jan-00,Raw Materials,kg, -   , -   ,-
1,107071,COBALT DRIER 10%,1-Jan-00,Raw Materials,kg, -   , -   ,-
1,107074,PERKCIT,1-Jan-00,Raw Materials,kg, -   , -   ,-
1,20000000041-ABIR,"STECKER ""B""",27-Jan-00,ABIR Stock,EA, -   , -   ,-
1,201012,RANG 2 PACK PU GLOS 14 CLEAR,1-Jan-00,Raw Materials,LT, -   , -   ,-
1,201014-01,RANG ROOFING COMPOUND-DARK GREY,1-Jan-00,Raw Materials,kg, -   , -   ,-
1,21000000028-ABIR,ABIR ROOFING COMPOUND,27-Jan-00,ABIR Stock,EA, -   , -   ,-
1,21000000040-ABIR,ABIR FLAT ALKYD PAINT,27-Jan-00,ABIR Stock,EA, -   , -   ,-
1,21000000042-ABIR,ABIR SMIGLSS SYNTHC.ENAMEL,27-Jan-00,ABIR Stock,EA, -   , -   ,-
1,26000000003-ABIR,ROOFING COMPOUND    BIG,27-Jan-00,ABIR Stock,EA, -   , -   ,-
1,26000000029-ABIR,PARCHMENT - 426,27-Jan-00,ABIR Stock,EA, -   , -   ,-
1,30000000059-ABIR,PLAIN CLEAR PLST BG (92X60)     25KG  28/001,27-Jan-00,ABIR Stock,EA, -   , -   ,-
1,301001-NOVA,PLASTIC PALLETS,25-Jan-00,Nova Packing Material,EA, -   , -   ,-
1,301003,ZEFT PAILS 18 LTR,13-Jan-00,Packing Materials,EA, -   , -   ,-
1,301005,PLASTIC PAIL 20 LTR - RED COLOR,13-Jan-00,Packing Materials,EA, -   , -   ,-
1,301007-01,METAL PAIL 4 LTR PRINTED,13-Jan-00,Packing Materials,EA, -   , -   ,-
1,301017,METAL PAIL 18 LTR CAPCOAT/SP,13-Jan-00,Packing Materials,EA, -   , -   ,-
1,301019,PLASTIC PAIL 5 LTR CAPBOND PVA,13-Jan-00,Packing Materials,EA, -   , -   ,-
1,301026,PAPER BAG 25 KG CAPTILE ADH.,13-Jan-00,Packing Materials,EA, -   , -   ,-
1,301038,METAL PAIL 18 LTR CAPPRIME,13-Jan-00,Packing Materials,EA, -   , -   ,-
1,301039,METAL PAIL 18 LTR PRINTED CAPCOAT-E,13-Jan-00,Packing Materials,EA, -   , -   ,-
1,10009,ETERSOL -6512 -1,24-Jan-00,Nova Raw Material,kg, -   , -   ,-
1,1009-NVC007-P01USG,Nova High Gloss (NON KSS) COLOR-007 1 USG,26-Jan-00,Nova Finished Goods,EA, -   , -   ,-
1,101001,LIGNOSULFONATE- CA-124,1-Jan-00,Raw Materials,kg, -   , -   ,-
1,101002,TRIETHANOL AMINE,1-Jan-00,Raw Materials,kg, -   , -   ,-
1,101014,ULTRAZINE NAS,1-Jan-00,Raw Materials,kg, -   , -   ,-
1,101019-02,TITANIUM DIOXIDE R-DORR,1-Jan-00,Raw Materials,kg, -   , -   ,-
1,101020-05,POLYTEX 50P,1-Jan-00,Raw Materials,kg, -   , -   ,-
1,101022-01,BORRESET,1-Jan-00,Raw Materials,kg, -   , -   ,-
1,101028-03,PNS-01 (not in use),1-Jan-00,Raw Materials,kg, -   , -   ,-
1,101028-04,BISPLAS NS5/BISLEY,1-Jan-00,Raw Materials,kg, -   ," 6,000.00 ",-
1,10105-ABIR,ORANGE PST (INTISAR),27-Jan-00,ABIR Stock,kg, -   , -   ,-
1,1011-NV001-P25KG,Nova Wall Putty 25 KG,26-Jan-00,Nova Finished Goods,EA, -   , -   ,-
1,10169,VISCALEX  HV30,24-Jan-00,Nova Raw Material,kg, -   , -   ,-
1,10200-ABIR,AMMONIA (NH3) 200LTR (185 KG) SBRL,27-Jan-00,ABIR Stock,kg, -   , -   ,-
1,102012-01,PIDICRYL P 76,1-Jan-00,Raw Materials,kg, -   , -   ,-
1,102036,HECELLOSE SBHV,1-Jan-00,Raw Materials,kg, -   , -   ,-
1,10234-ABIR,NEVCIN EPX-L5     200 KG SBRL,27-Jan-00,ABIR Stock,kg, -   , -   ,-
1,10237-ABIR,EPIKOTE 1001 X 75,27-Jan-00,ABIR Stock,kg, -   , -   ,-
1,10297,1310-PT ANTHRAQUINONE RED,24-Jan-00,Nova Raw Material,LT, -   , -   ,-
1,10300,1313- US DISAZO    YELLOW,24-Jan-00,Nova Raw Material,LT, -   , -   ,-
1,103010,COLBACK S175,1-Jan-00,Raw Materials,LM, -   , -   ,-
1,103030-01,M-NONWOVEN POLYESTER 200 GSM,1-Jan-00,Raw Materials,LM, -   , -   ,-
1,103042,POLYESTER MAT 160GM/M2,1-Jan-00,Raw Materials,LM, -   , -   ,-
1,10360,CELFLOC - 2000    CELLULOSE,24-Jan-00,Nova Raw Material,kg, -   , -   ,-
1,10375-ABIR,STYRENE ACRYLIC   BINDER AE   4620,27-Jan-00,ABIR Stock,kg, -   , -   ,-
1,10383,COBALT  DRIER  10 %,24-Jan-00,Nova Raw Material,kg, -   , -   ,-
1,104005-02,IRON OXIDE YELLOW 313,1-Jan-00,Raw Materials,kg, -   , -   ,-
1,104016-01,MOWLITH  LDM-2021 P,1-Jan-00,Raw Materials,kg, -   , -   ,-
1,104021,CULMINAL C8109,1-Jan-00,Raw Materials,kg, -   , -   ,-
1,104024-01,SILICA SAND -FLOUR  45 MIC,1-Jan-00,Raw Materials,kg, -   , -   ,-
1,104042-26M,PIGMENT PASTE -ORANGE 206 (PROD.ONLY),1-Jan-00,Raw Materials,kg, -   , -   ,-
1,104048-02,PIGMENT -BLACK -IF-11,1-Jan-00,Raw Materials,LT, -   , -   ,-
1,104057,PIGMENT PASTE NEBOTINT M-4073 GREEN,1-Jan-00,Raw Materials,kg, -   , -   ,-
1,104059,TITANIUM 292,1-Jan-00,Raw Materials,kg, -   , -   ,-
1,104061,PIGMENT BROWN 2020-210,1-Jan-00,Raw Materials,kg, -   , -   ,-
1,104067,TC-32 QUINOLINE YELLOW,1-Jan-00,Raw Materials,LT, -   , -   ,-
1,104072,1302-FT OXAZINE VIOLET,1-Jan-00,Raw Materials,LT, -   , -   ,-
1,104077,LIPATON XA 491 JA,1-Jan-00,Raw Materials,kg, -   , -   ,-
1,10413,TALC 150 MIC,24-Jan-00,Nova Raw Material,kg, -   , -   ,-
1,10414,RED OXIDE POWDER IOX R01,24-Jan-00,Nova Raw Material,kg, -   , -   ,-
1,105004,BORREMENT PN,1-Jan-00,Raw Materials,kg, -   , -   ,-
1,105011,VINSOL RESIN,1-Jan-00,Raw Materials,kg, -   , -   ,-
1,105017,WHITE SPIRIT,1-Jan-00,Raw Materials,kg, -   , -   ,-
1,105019,BITUMEN 120/150,1-Jan-00,Raw Materials,kg, -   , -   ,-
1,105021-02,MELMENT MF-100,1-Jan-00,Raw Materials,kg, -   , -   ,-
1,105037,BITUMEN OIL,1-Jan-00,Raw Materials,kg, -   , -   ,-
1,106005-23,HARDNER GX-483,1-Jan-00,Raw Materials,kg, -   , -   ,-
1,106005-27,RESINS-NPEL-128,1-Jan-00,Raw Materials,kg, -   , -   ,-
1,106006-28,ACCELERATOR KH-3001,1-Jan-00,Raw Materials,kg, -   , -   ,-
1,107006-01,MANGANESE DIOXIDE - ASPEC,1-Jan-00,Raw Materials,kg, -   , -   ,-
1,107023,<BLANK>,1-Jan-00,Raw Materials,kg, -   , -   ,-
1,107026,Reavcryl-242 (old name VIKING 5420),1-Jan-00,Raw Materials,kg, -   , -   ,-
1,107028-02,OPTISPERSE A-4040,1-Jan-00,Raw Materials,kg, -   , -   ,-
1,107036-01,TALC SAT,1-Jan-00,Raw Materials,kg, -   , -   ,-
1,107051,1316-XT TITANIUM DIOXIDE WHITE,1-Jan-00,Raw Materials,LT, -   , -   ,-
1,107067,Viacryl SC-120,1-Jan-00,Raw Materials,kg, -   , -   ,-
1,109005,CEM-310(CON),1-Jan-00,Raw Materials,kg, -   , -   ,-
1,109018,Lime Powder (NIC),1-Jan-00,Raw Materials,kg," 5,000.00 ", -   ,#N/A
1,200000011-ABIR,2-PACK P.U GLOSS SMALL,27-Jan-00,ABIR Stock,EA, -   , -   ,-
1,201003,HYDROCHLORIC ACID,1-Jan-00,Raw Materials,kg, -   , -   ,-
1,201015,UFAROL NA-30,1-Jan-00,Raw Materials,kg, -   , -   ,-
1,202001,LUBE OIL,1-Jan-00,Raw Materials,kg, -   , -   ,-
1,202017,Optiamide-COD,9-Jan-00,Trading Materials,kg, -   , -   ,-
1,202019,APP PLAINE 200 GSM - 4MM BLACK,9-Jan-00,Trading Materials,EA, -   , -   ,-
1,26000000009-ABIR,EXT ACRYLIC TEXTURE FINE BIG,27-Jan-00,ABIR Stock,EA, -   , -   ,-
1,301001-03,BARREL (NON-USEABLE) (PLASTIC),13-Jan-00,Packing Materials,EA, 148.00 , -   ,#N/A
1,301008,POLYTHENE BAG - BLACK,13-Jan-00,Packing Materials,EA, -   , 8.00 ,-
1,301015,METAL PAIL 18 LTR CAPSEAL/SP,13-Jan-00,Packing Materials,EA, -   , -   ,-
1,301025,PAPER BAG 25 KG GP GROUT,13-Jan-00,Packing Materials,EA, -   , -   ,-
1,301040,PAPER BAGS  (25 KG),13-Jan-00,Packing Materials,EA, -   , 200.00 ,-
1,301110,METAL PAIL 1 LITER,13-Jan-00,Packing Materials,EA, -   , -   ,-
1,301121,PG-10 METAL PAIL 4 LTR-PRINTED,13-Jan-00,Packing Materials,EA, -   , -   ,-
1,301122,PG-10  METAL PAIL 1LTR-PRINTED,13-Jan-00,Packing Materials,EA, -   , -   ,-
1,411010-POW-BLK,Caplast Super-R Bulk (Powder Admixture),2-Jan-00,Chemical Admixture Products,kg, -   , -   ,-
1,411012-BLK,CAPMORT Bulk,2-Jan-00,Chemical Admixture Products,LT, -   , -   ,-
1,10000002A-ABIR,CHROME YELLOW 1622 SOL PASATE,27-Jan-00,ABIR Stock,kg, -   , -   ,-
1,1004-NV001-BLK,Nova Alkyd Varnish,26-Jan-00,Nova Finished Goods,LT, -   , -   ,-
1,1005-NV001-P18LT,Nova Binder Sealer Economical Formula 18 LTR PAIL,26-Jan-00,Nova Finished Goods,EA, -   , -   ,-
1,10076-ABIR,REDOX BAYER 222 FM     25 KG  PPRBG,27-Jan-00,ABIR Stock,kg, -   , -   ,-
1,1009-NVC009-P01USG,Nova High Gloss (NON KSS) COLOR-009 1 USG,26-Jan-00,Nova Finished Goods,EA, -   , -   ,-
1,1009-NVC010-P01USG,Nova High Gloss (NON KSS) COLOR-010 1 USG,26-Jan-00,Nova Finished Goods,EA, -   , -   ,-
1,10097-ABIR,BORDEAUX RED PST       20 KG SCN,27-Jan-00,ABIR Stock,kg, -   , -   ,-
1,1010-NVC027-P01USG,Nova Int  Emulsion(NON KSS) COLOR-027 1 USG,26-Jan-00,Nova Finished Goods,EA, -   , -   ,-
1,101009,ACID OIL,1-Jan-00,Raw Materials,kg, 1.00 , 96.00 ,#N/A
1,101010,ADHESIVE AID AMINE,1-Jan-00,Raw Materials,kg, -   , -   ,-
1,101028-06,PNS 2000P,1-Jan-00,Raw Materials,kg, -   , -   ,-
1,101032,SOLUS-5,1-Jan-00,Raw Materials,kg, -   , -   ,-
1,10130,CACO3  250 MIC,24-Jan-00,Nova Raw Material,kg, -   , -   ,-
1,1014-NV001-P01LT,Nova Red Oxide (NON KSS),26-Jan-00,Nova Finished Goods,LT, -   , -   ,-
1,10175-ABIR,SHMP                               50 KG PPRBG,27-Jan-00,ABIR Stock,kg, -   , -   ,-
1,10187,EXKIN -2,24-Jan-00,Nova Raw Material,kg, -   , -   ,-
1,102001-04,BITUMEL B 45,1-Jan-00,Raw Materials,kg, -   , -   ,-
1,10201-ABIR,ALUMINIUM SILICATE  50 KG PPRBG,27-Jan-00,ABIR Stock,kg, -   , -   ,-
1,102019,MC-70,1-Jan-00,Raw Materials,kg, -   , -   ,-
1,102030,ZINC DUST,1-Jan-00,Raw Materials,kg, -   , -   ,-
1,102031-02,REVACRYL AE 4620 JA,1-Jan-00,Raw Materials,kg, -   , -   ,-
1,102032-01,TECHNOCEL 1004-1N,1-Jan-00,Raw Materials,kg, -   , -   ,-
1,10224-ABIR,RHEOLOSIL QS-20                    10 KG PPRBG,27-Jan-00,ABIR Stock,kg, -   , -   ,-
1,10294,1308 TT CARBON BLACK,24-Jan-00,Nova Raw Material,LT, -   , -   ,-
1,103002-03,APP-CHEMSTEEL,1-Jan-00,Raw Materials,kg, -   , -   ,-
1,103005,BLACK ROOFING FILM,1-Jan-00,Raw Materials,LM, -   , -   ,-
1,103007,GEOTEX TILE-350 ALYAF,1-Jan-00,Raw Materials,LM, -   , -   ,-
1,103018,POLYESTER CARRIER TYPE 032/160,1-Jan-00,Raw Materials,LM, -   , -   ,-
1,103028-06,BLACK HDPE FILM 1050 MM PRINT IN WHITE (NON PERFORATED),1-Jan-00,Raw Materials,LM, -   , -   ,-
1,103032,POLYESTER  33/280-ALYAF,1-Jan-00,Raw Materials,LM, -   , -   ,-
1,103033,POLYESTER   30/180  ALYAF,1-Jan-00,Raw Materials,LM, 0.00 , -   ,#N/A
1,103044,SPUN BONDED POLYESTER 120 GM/M2,1-Jan-00,Raw Materials,LM, -   , -   ,-
1,10347-ABIR,ETRKYD 3243-X-70   200  KG BRL,27-Jan-00,ABIR Stock,kg, -   , -   ,-
1,10354-ABIR,NUODEX ZR (DRIER)  200 KG,27-Jan-00,ABIR Stock,kg, -   , -   ,-
1,10397,UCUR FLIMER IBT,24-Jan-00,Nova Raw Material,kg, -   , -   ,-
1,104017-01,AGITAN  P-800,1-Jan-00,Raw Materials,kg, 0.00 , -   ,#N/A
1,104018-01,FIBER MIX 12mm-AFRAH,1-Jan-00,Raw Materials,kg, -   , -   ,-
1,104018,FIBER MIX,1-Jan-00,Raw Materials,kg, -   , -   ,-
1,104019,ELOTEX 1080,1-Jan-00,Raw Materials,kg, -   , -   ,-
1,104022-02,MICRO SILICA 920(DENSIFIED) SOUTH AFRICA,1-Jan-00,Raw Materials,kg, -   , -   ,-
1,104028,GYPSUM,1-Jan-00,Raw Materials,kg, -   , -   ,-
1,104029,CEMENT FONDU,1-Jan-00,Raw Materials,kg, -   , -   ,-
1,104042-21M,(PROD ONLY)-301(RED OXIDE),1-Jan-00,Raw Materials,kg, -   , -   ,-
1,104062-01,PIGMENT BROWN - 4610,1-Jan-00,Raw Materials,kg, -   , -   ,-
1,104070,TC-82 MONOAZO NAPHTOL RED,1-Jan-00,Raw Materials,LT, -   , -   ,-
1,105003,UCAR LATEX D-30,1-Jan-00,Raw Materials,kg, -   , -   ,-
1,105010,SODIUM HYDROXIDE,1-Jan-00,Raw Materials,kg, 0.00 , 45.62 ,#N/A
1,106004-07,LAPOX AH 713,1-Jan-00,Raw Materials,kg, -   , -   ,-
1,106005-17,RESIN YD-134X80,1-Jan-00,Raw Materials,kg, -   , -   ,-
1,106005-24,HARDNER KH-505,1-Jan-00,Raw Materials,kg, -   , -   ,-
1,106005,RESIN  YD- 115,1-Jan-00,Raw Materials,kg, -   , -   ,-
1,107004-01,CABOSIL M5 FUMED SILICA,1-Jan-00,Raw Materials,kg, -   , -   ,-
1,107004,ORISIL-200,1-Jan-00,Raw Materials,kg, -   , -   ,-
1,107011,NOVOCARB 20 C,1-Jan-00,Raw Materials,kg, 0.00 , -   ,#N/A
1,107019,ISO PROPANOL,1-Jan-00,Raw Materials,kg, -   , -   ,-
1,107040,1305-LS PHTHALOCYANINE GREEN,1-Jan-00,Raw Materials,LT, -   , -   ,-
1,107053,CHLORINATED PARAFFIN 57%,1-Jan-00,Raw Materials,kg, (0.00), -   ,-
1,107067-02,Thermoplastic Acrylic Resin A4010 58%,1-Jan-00,Raw Materials,kg, -   , -   ,-
1,109019,TOFA OIL,1-Jan-00,Raw Materials,kg, -   , -   ,-
1,201018,"MOUNTAIN GROUT ISP ""A"" & ""B"" EQUAL QTY)",1-Jan-00,Raw Materials,GL, -   , -   ,-
1,202009,CARBOFEN 6060,1-Jan-00,Raw Materials,kg, -   , -   ,-
1,25000000012-ABIR,THINNER 101     BIG,27-Jan-00,ABIR Stock,EA, -   , -   ,-
1,25000000029-ABIR,EXT ACRYLIC PATCH  BIG,27-Jan-00,ABIR Stock,EA, -   , -   ,-
1,25000000030-ABIR,WATER REPELLANT    BIG,27-Jan-00,ABIR Stock,EA, -   , -   ,-
1,25000000035-ABIR,SURFACING FINE,27-Jan-00,ABIR Stock,EA, -   , -   ,-
1,26000000005-ABIR,JOINT FILLER BIG,27-Jan-00,ABIR Stock,EA, -   , -   ,-
1,26000000012-ABIR,EXT ACRYLIC TEXTURE COARSE SMALL,27-Jan-00,ABIR Stock,EA, -   , -   ,-
1,301006-NOVA,Plastic Pail 18 ltr (Putty),25-Jan-00,Nova Packing Material,EA, -   , -   ,-
1,301009-01,"TAB SEAL 2"" PLAIN",13-Jan-00,Packing Materials,EA, -   , -   ,-
1,301010-NOVA,Plastic Pail 5LTR - Primer Sealer,25-Jan-00,Nova Packing Material,EA, -   , -   ,-
1,301033,METAL PAIL-18 LTS- CAPSOLVENT ' P ',13-Jan-00,Packing Materials,EA, -   , -   ,-
1,301041,Paper Bag 20 kg,13-Jan-00,Packing Materials,EA, -   , -   ,-
1,301131-01,CARTON BOX PRINTED,13-Jan-00,Packing Materials,EA, -   , -   ,-
1,10000014A-ABIR,RED SOLUTION,27-Jan-00,ABIR Stock,kg, -   , -   ,-
1,1004-NV001-P01LT,Nova Alkyd Varnish 1 LT,26-Jan-00,Nova Finished Goods,LT, -   , -   ,-
1,10045,XYLENE,24-Jan-00,Nova Raw Material,kg, -   , -   ,-
1,10047-ABIR,NAPHTHA                 165 KG SBRL,27-Jan-00,ABIR Stock,kg, -   , -   ,-
1,10075-ABIR,REDOX BAYER  110M             25 KG PPRBG,27-Jan-00,ABIR Stock,kg, -   , -   ,-
1,10084-ABIR,CHROME OXD- GREEN        25 KG  PPRBG,27-Jan-00,ABIR Stock,kg, -   , -   ,-
1,1009-NVC020-P01USG,NOVA HIGH GLOSS (NON KSS ) COLOR NVC020,26-Jan-00,Nova Finished Goods,EA, -   , -   ,-
1,1009-NVC022-P01USG,NOVA HIGH GLOSS (NON KSS ) COLOR NVC022,26-Jan-00,Nova Finished Goods,EA, -   , -   ,-
1,1010-NV001-P01USG,Nova Int  Emulsion(NON KSS) 1 USG,26-Jan-00,Nova Finished Goods,EA, -   , -   ,-
1,101016,CALCIUM NITRATE,1-Jan-00,Raw Materials,kg, -   , -   ,-
1,101020-03,BONDEX 500,1-Jan-00,Raw Materials,kg, -   , -   ,-
1,101028-05,PNS 1000P,1-Jan-00,Raw Materials,kg, -   , -   ,-
1,10106-ABIR,BLACK PST (INTISAR),27-Jan-00,ABIR Stock,kg, -   , -   ,-
1,10132-ABIR,CACO3  7c (#20c)           25 KG  PPRBG,27-Jan-00,ABIR Stock,kg, -   , -   ,-
1,10134,CACO 3 -GC -3-5,24-Jan-00,Nova Raw Material,kg, -   , -   ,-
1,1017-NV001-BLK,Nova QUICK DRY PASTE- 222 FM,26-Jan-00,Nova Finished Goods,kg, -   , -   ,-
1,102012-04,BONDEX A4261,1-Jan-00,Raw Materials,kg, -   , -   ,-
1,102023,BENTON,1-Jan-00,Raw Materials,kg, -   , -   ,-
1,102029-01,OPTITHIX H 6530,1-Jan-00,Raw Materials,kg, -   , -   ,-
1,102029,BONDEX T60,1-Jan-00,Raw Materials,kg, -   , -   ,-
1,102033-01,TECHNOCEL 1004-7N,1-Jan-00,Raw Materials,kg, -   , -   ,-
1,10215-ABIR,SI 69                           25KG  PLSTDRM,27-Jan-00,ABIR Stock,kg, -   , -   ,-
1,10249,ALKYD PASTE YELLOW OXIDE,24-Jan-00,Nova Raw Material,kg, -   , -   ,-
1,10295,1309-MT PHTHALOCYANINE BLUE,24-Jan-00,Nova Raw Material,LT, -   , -   ,-
1,10323-ABIR,PGMT PASTE NEBOTINT M-1041 BLUE  KG,27-Jan-00,ABIR Stock,kg, -   , -   ,-
1,10346,KULAC STSD 60 X SHORT OIL,24-Jan-00,Nova Raw Material,kg, -   , -   ,-
1,10390-ABIR,GX -422,27-Jan-00,ABIR Stock,kg, -   , -   ,-
1,104019-03,BONDEX RDP-100,1-Jan-00,Raw Materials,kg, -   , -   ,-
1,104030,CEMENT GREY,1-Jan-00,Raw Materials,kg, 0.00 ," 2,000.00 ",#N/A
1,104042-09,PIGMENT PASTE -VIOLET -TC-29,1-Jan-00,Raw Materials,LT, -   , -   ,-
1,104042-16,TC-27 PYRAZOLO CHINAZOLAN RED,1-Jan-00,Raw Materials,LT, -   , -   ,-
1,104042-22,204 (GREEN),1-Jan-00,Raw Materials,LT, -   , -   ,-
1,104058,PGMT PASTE NEBOTINTA809 C.BLACK,1-Jan-00,Raw Materials,kg, -   , -   ,-
1,105008,ACRONAL S-400,1-Jan-00,Raw Materials,kg, -   , -   ,-
1,105016,SILICA SAND 0.710-0.2,1-Jan-00,Raw Materials,kg, -   , -   ,-
1,106005-07,RESINS-YD-114,1-Jan-00,Raw Materials,kg, -   , -   ,-
1,106005-14,HARDNER  KH-531,1-Jan-00,Raw Materials,kg, -   , -   ,-
1,106005-16,HARDNER G-5022X70,1-Jan-00,Raw Materials,kg, -   , -   ,-
1,106005-25,HARDNER KH-550,1-Jan-00,Raw Materials,kg, -   , -   ,-
1,106006-22,HARDNER -TH 430,1-Jan-00,Raw Materials,kg, -   , -   ,-
1,106006,ARALDITE GZ 7071-X-75,1-Jan-00,Raw Materials,kg, -   , -   ,-
1,107003,SANTICIZER S-261,1-Jan-00,Raw Materials,kg, -   , -   ,-
1,107010,NOVOCARB 20,1-Jan-00,Raw Materials,kg, 0.00 , -   ,#N/A
1,107025,Calcium Carbonate 32mc,1-Jan-00,Raw Materials,kg, 0.00 , 925.94 ,#N/A
1,107030,TITANIUM DI-OXIDE CR-50,1-Jan-00,Raw Materials,kg, 0.01 , -   ,#N/A
1,107038,NOVCARB NO.20,1-Jan-00,Raw Materials,kg, -   , -   ,-
1,109002,WHITE SPIRIT T-13,1-Jan-00,Raw Materials,kg, -   , -   ,-
1,109011,DRY SHAKE HARDNER-CCC 950,1-Jan-00,Raw Materials,kg, -   , -   ,-
1,200000009-ABIR,FLAT ALKYD SMALL,27-Jan-00,ABIR Stock,EA, -   , -   ,-
